name,description,model,chassis,type,year,price,image,manufacturer_id,mechanical_details.engine,mechanical_details.cylinders,mechanical_details.fuel,mechanical_details.mileage,mechanical_details.transmission,mechanical_details.drivetrain,body_details.trim,body_details.doors,body_details.exterior_color,body_details.interior_color
BMW 740 i,"With the largest new and Certified Pre-Owned BMWs in South Texas, BMW of San Antonio is changing the way that BMW Customers are cared for. Come meet our sales team! During the past year, we added 27 service bays to care for our new and long time customers. Remodeling our service area and showroom comfort areas to ensure a relaxing catered to you environment has been finished.",740,Sedan,New,2024,103045.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17982,24V GDI DOHC Turbo,6,Gasoline,19.0,8-Speed Automatic,Rear-wheel Drive,i,4,Black Sapphire Metallic,Black
GMC Terrain SLE,"Looking for a dealer that doesn't play games? You just found it, we want this to be the best car buying experience you every had. We have no hidden fees of any kind, what we agree on is what you pay no more. Give us a call you won't be disappointed.",Terrain,SUV,New,2024,33092.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17974,16V GDI DOHC Turbo,4,Gasoline,0.0,9-Speed Automatic,All-wheel Drive,SLE,4,Volcanic Red,Jet Black
Jeep Grand Cherokee 4xe Summit,"Velvet Red Pearlcoat 2024 Jeep Grand Cherokee Summit 4xe 4WD 8-Speed Automatic 2.0L I4 DOHC 2.0L I4 DOHC, 4WD. Clement Chrysler Dodge Jeep Ram of Columbia is pumped up to offer this 2024 Jeep Grand Cherokee Summit 4xe in Velvet Red Pearlcoat with Tupelo/Black Leather. This Grand Cherokee is very well equipped with 2.0L I4 DOHC and 4WD. This vehicle won't be on the lot long! Very well priced! Rest assured you are getting the best deal possible on every new car as most are already discounted thousands below market retail value! You can purchase the vehicle by paying cash or let our experienced business managers get you the best rate through our 70+ elite lending partners. You'll never pay more at Clement. Buying a vehicle from us is easy. The price you see is the price you get with our no-haggle pricing! Price excludes tax, title, tags and administrative fee. We will pay top dollar for your car! Bring your vehicle in today for a free appraisal. Please call to confirm all vehicle information, pricing, features, and availability. We strive to describe our cars as truthfully as possible and make every attempt to ensure accurate pricing and options on every vehicle. Dealer is not responsible for computer errors, human errors, or third party errors with pricing or description of vehicle including options or features. We recommend you contact the dealer to ensure accuracy of advertised vehicles. Please see the dealer website for full pricing details. Price includes: $2000 - 2024 JR Midwest BC Retail Bonus Cash MWCRA1. Exp. 06/03/2024 $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024",Grand Cherokee 4xe,SUV,New,2024,69201.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,16V GDI DOHC Turbo Hybrid,4,Hybrid,11.0,8-Speed Automatic,Four-wheel Drive,Summit,4,Velvet Red Pearlcoat,Tupelo
Nissan Versa S,"32/40 City/Highway MPG Electric Blue Metallic 2024 Nissan Versa 1.6 S FWD CVT 1.6L I4 DOHC 16VAt Courtesy Nissan, we are dedicated to providing you the best in value and service with our online dealership to enhance the buying experience for all Internet customers and can offer the best car loan financing options available to suit your needs to help you get the vehicle you need. Come see why thousands of customers from all over Florida have chosen the #1 Volume Nissan Dealer in Tampa!",Versa,Sedan,New,2024,17994.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17977,16V MPFI DOHC,4,Gasoline,8.0,Automatic CVT,Front-wheel Drive,S,4,Electric Blue Metallic,Charcoal
Ford Escape ST-Line Elite,"Mike Molstead Motors is going the extra mile for our customers. WE WILL BRING THIS CAR TO YOU FOR A TEST DRIVE! If you elect to move forward, we can also complete your paperwork wherever you are. And we offer FREE DELIVERY within a 500 mile radius of our store! Iconic Silver Metallic 2024 Ford Escape 4D Sport Utility ST-Line Elite AWD 8-Speed Automatic EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT AWD. 23/31 City/Highway MPG $1,000 Jeep Conquest Cash expires 7/8/24
      
    Come in and enjoy our Full-Service coffee bar while you wait. We are committed to selling at a price that is more than fair and 100% competitive with any other dealer. Our goal is to exceed all your expectations and to turn you into a ""Customer for life"".#WhatDrivesYou",Escape,SUV,New,2024,40630.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,16V GDI DOHC Turbo,4,Gasoline,7.0,8-Speed Automatic,All-wheel Drive,ST-Line Elite,4,Iconic Silver Metallic,Red
Chevrolet Silverado 1500 ZR2,"10-Speed Automatic, 4WD, Jet Black/Graystone Leather.DRIVE WORRY FREE Never worry when you buy from us! Our Worry Free Guarantee includes: 1. Price Promise; 2. Money Back Guarantee; 3. Trade-In Guarantee; 4. Irwin Rewards saving you hundreds! BUY FROM AN AWARD WINNING DEALERSHIP With thousands of online reviews and the best rated online dealer in New Hampshire we have won countless President's Awards, Carfax Dealer of the Year, Edmunds Dealer of the Year and Dealerrater Dealer of the Year. Check them out-even our bad ones! FINANCING OPTIONS Good or bad credit? We work with dozens of banks with excellent relationships and all types of credit challenges with our goal of 100% credit approval! DON'T SEE WHAT YOU'RE LOOKING FOR? Our Vehicle Locator Service can often find the vehicle you're looking for from our nationwide network! LOCATION We are just a short 15 minute drive from Franklin, 25 minutes from Concord, and 50 minutes from Manchester NH! Minutes off I-93. Call us at 603 524 0770 or e-mail to confirm availability and get any questions you have answered quickly. Our hours are Monday-Friday 8:30am-7pm, and Saturday 8:30am-5pm. Since 1951 we have been New Hampshire's Premier Auto Group. 3 generations, family owned, operated and community minded. See dealer for details. $672 title and documentation fee, $27.00 Title Fee, in addition to selling price. Some exclusions. Not valid on prior orders and some models excluded. Disclaimers for Everyone: Administration and title fee will be added to the final sales price of all new and used vehicles.$750 - Chevrolet Consumer Cash Program. Exp. 06/03/2024
      
    Irwin Promise...Our Promise, Your Peace of Mind! Home of Irwin's Price Promise
Love It or Leave It Money-Back Guarantee. Vehicle Exchange Promise on used vehicles. Goal of 100% Credit Approval. Relax...no ""Sharks"" here...we have Product Specialists. Service & Parts Low Price Guarantee. We'll buy your car even if you don't buy ours. Irwin Rewards..",Silverado 1500,Pickup Truck,New,2024,76475.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe1797a,16V GDI OHV,8,Gasoline,2.0,10-Speed Automatic,Four-wheel Drive,ZR2,4,Summit White,Gray
Jeep Grand Cherokee Summit,"Check out this 2024! Roomy, comfortable, and practical! Jeep prioritized comfort and style by including: a tachometer, heated and ventilated seats, and remote keyless entry. We have a skilled and knowledgeable sales staff with many years of experience satisfying our customers needs. They'll work with you to find the right vehicle at a price you can afford. We are here to help you.",Grand Cherokee,SUV,New,2024,65360.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,0.0,Automatic,Four-wheel Drive,Summit,4,Diamond Black Crystal Pearlcoat,Tupelo/Black
Hyundai Elantra HEV Limited,"The Preston Autoplex is pleased to offer this 2024 Hyundai Elantra Hybrid in Ecotronic Gray Pearl.Recent Arrival!2024 Hyundai Elantra Hybrid Limited I4.FWD 6-Speed Dual Clutch I449/52 City/Highway MPGFounded in 1975, Preston has been providing a friendly, no-hassle car buying experience for more than 45 years. We have been family owned and operated from the start, and we take pride in being active in our communities. At our dealership you will find the most popular new models, as well as a comprehensive array of used cars, trucks, crossovers and SUVs. Our courteous, experienced and professional staff is waiting to assist you. Feel free to browse our inventory online, request more information, schedule a test drive or inquire about financing! Don t feel like coming out to the showroom? We are fully equipped to assist you virtually. Our Sales and Service Departments are located at 4313 Preston Rd Hurlock MD 21643, on the Eastern Shore of Maryland and a short drive from Delaware, Pennsylvania, and New Jersey. Weâll deliver to Annapolis, Salisbury, Easton, Denton, Milford, and beyond. Call us today at 410-673-7171 or visit us on the web at www.prestonmotor.com.",Elantra HEV,Sedan,New,2024,30335.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17979,16V GDI DOHC Hybrid,4,Hybrid,0.0,Automatic,Front-wheel Drive,Limited,4,Gray Pearl,Melange
Volkswagen Jetta 1.5T SEL,"29/40 City/Highway MPG Opal White Pearl 2024 Volkswagen Jetta 1.5T SEL FWD 8-Speed Automatic with Tiptronic 1.5L I-4 DI DOHC Turbocharged Brown Leather. WE DELIVER TO YOUR HOME OR OFFICE !!! Brown Leather, 4-Wheel Disc Brakes, 9 Speakers, ABS brakes, Active Blind Spot Monitor, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM with 360L, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Auto-Dimming Rearview Mirror w/HomeLink Connect, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: VW Car-Net Safe & Secure 5-year, Exterior Parking Camera Rear, First Aid Kit, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated & Actively Ventilated Front Seats, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Heavy Duty Trunk Liner w/VW CarGo Blocks, Illuminated entry, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof: Panoramic, Power steering, Power windows, Radio data system, Radio: MIB3 Discover Media w/8 Touchscreen Nav, Rain sensing wipers, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Roadside Assistance Kit, Rubber Monster Mats Kit (Set of 4), Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Vienna Leather Seat Trim, VW Care, and Wheels: 17 2-Tone Machined Alloy. Price includes: $1000 - May-June 2024 Retail Customer Bonus. Exp. 07/01/2024
      
    Looking for your next new Volkswagen? With diverse options like the Volkswagen Atlas, the Volkswagen Tiguan, and the Volkswagen Passat, we have a car or SUV for every kind of driver.",Jetta,Sedan,New,2024,29374.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe1797b,16V GDI DOHC Turbo,4,Gasoline,28.0,8-Speed Automatic,Front-wheel Drive,1.5T SEL,4,Opal White Pearl Effect,Volcano Brown
RAM ProMaster 3500 Base,"2024 Ram ProMaster 3500 SUPER HIGH ROOF  PRICE INCLUDES A KNAPHEIDE SHELVING PACKAGE FOR $9499 Bright White Clearcoat 3.6L V6 24V VVT FWD Check out all these great options Convenience Group (Adaptive Cruise Control w/Stop & Go, Exterior Mirrors w/Heating Element, Exterior Mirrors w/Supplemental Signals, Front Fog Lamps, Power Adjust Mirrors, Power Adjustable Convex Aux Mirrors, Power Folding/Heated Mirrors, Power-Folding Mirrors, and Rear Cargo LED Lamp), Quick Order Package 22B Tradesman w/Pass Seat (4-Way Manual Adjust Front Passenger Seat and Passenger Bucket Seat), 4 Speakers, 4.08 Axle Ratio, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Black/Gray Seats, Bodyside moldings, Brake assist, Cloth Bucket Seats, Driver door bin, Driver Seat Armrest, Driver's Seat Mounted Armrest, Electronic Stability Control, Front anti-roll bar, Front Bucket Seats, Front License Plate Bracket, Front reading lights, Front wheel independent suspension, Global Telematics Box Module (TBM), Heavy Duty Suspension, Illuminated entry, Low tire pressure warning, MOPAR Rear Assist Handles, Outside temperature display, Overhead airbag, Overhead console, ParkView Rear Back-Up Camera, Passenger door bin, Power steering, Power windows, Radio: Uconnect 5 w/7 Display, Rear anti-roll bar, Remote keyless entry, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheel Center Cap, and Wheels: 16 x 6.0 Steel. Residency restrictions apply to all dealer discounts.",ProMaster 3500,Van,New,2024,67749.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe17976,24V MPFI DOHC,6,Gasoline,181.0,9-Speed Automatic,Front-wheel Drive,Base,3,Bright White Clearcoat,Black
Toyota Corolla Cross LE,"2024 Celestite Toyota Corolla Cross 2.0L I4 PDI DOHC 16V LEV3-SULEV30 169hp LE AWDThe Rochester Toyota philosophy is based on five areas that, we believe, are critical to business success. Those areas are Customer Enthusiasm, Employee Satisfaction, Financial Performance, Market Effectiveness, and Ongoing Improvement. Our philosophy holds that all are of equal importance. However, in any planning or decision making process, CUSTOMER ENTHUSIASM will always carry the most weight.",Corolla Cross,SUV,New,2024,30499.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17983,16V PDI DOHC,4,Gasoline,1.0,Automatic CVT,All-wheel Drive,LE,4,CELESTITE,Ash
